Gene,ctx_direction,Metabolite,cpx_direction,VECPAC r,LPS r,DSS r,Pooled r,predicted_effect_sign,check_consistency,pooled_sign_agree,within-model correlation signs agree with the predicted correlation,pooled correlation signs agree with the predicted correlation,all_signs_agree
ENSMUSG00000025825-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000025825-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000025825-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000025825-B,-1.0,Diclofenac,,,,,1.0,,True,True,False,False,False
ENSMUSG00000025825-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000025825-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000025825-B,-1.0,Synephrine,,-0.5,0.753702346348183,0.8660254037844387,0.8456192405161171,,False,False,False,False,False
ENSMUSG00000025927-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000025927-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000025927-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000025927-B,1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000025927-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000025927-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000025927-B,1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000025937-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000025937-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000025937-B,1.0,"4,5-Dihydro-1H-pyrazole",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000025937-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000025937-B,1.0,m-Toluic acid,1.0,1.0,0.9276336570439176,1.0,0.8254289200006695,1.0,False,False,True,False,False
ENSMUSG00000025937-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000025937-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026035-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026035-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026035-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026035-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000026035-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026035-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026087-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026087-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026087-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026087-B,1.0,2-Ethyl-1-butanol,-1.0,,1.0,,1.0,-1.0,True,True,False,False,False
ENSMUSG00000026087-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026087-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026087-B,1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,Chlorobenzilate ,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,L-Tyrosine,-1.0,1.0,0.8207826816681233,,0.8773666603699838,-1.0,False,False,False,False,False
ENSMUSG00000026096-B,1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026096-B,1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,6-Nitroveratryl alcohol,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026097-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026197-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026197-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026197-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026197-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026260-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026260-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026260-B,-1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026260-B,-1.0,Guanosine,-1.0,,0.7999999999999999,1.0,0.9221722216732094,1.0,False,False,True,False,False
ENSMUSG00000026260-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026260-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026315-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026315-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026315-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026315-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000026418-B,-1.0,Octadecanoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026473-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026504-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026504-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026504-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026514-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026514-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026514-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026514-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026514-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,Azelaic acid,-1.0,-0.5,-0.9276336570439176,-0.5,-0.8701807952199048,1.0,False,False,False,False,False
ENSMUSG00000026553-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026553-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026628-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026628-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026628-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026628-B,1.0,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",,-0.5,-0.8823529411764706,-1.0,-0.8247800529104845,,False,False,False,False,False
ENSMUSG00000026628-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026628-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026628-B,1.0,Synephrine,,-1.0,-0.3970588235294118,-0.8660254037844387,-0.8303938767900017,,False,False,False,False,False
ENSMUSG00000026628-B,1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026630-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026630-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026630-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026630-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000026630-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026630-B,1.0,Sulindac,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,"3,3-Dimethylacrylic acid",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,-1.0,,0.9276336570439176,,0.912141875543738,-1.0,False,False,False,False,False
ENSMUSG00000026788-B,1.0,Glabridin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026788-B,1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000026893-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027193-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027193-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027193-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027193-B,-1.0,Azelaic acid,-1.0,-1.0,-0.6377481392176932,-0.5,-0.8421104469870047,1.0,False,False,False,False,False
ENSMUSG00000027193-B,-1.0,L-(+)-Threose,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027193-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,Adipoyl-L-carnitine,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,"Benzene, 1-ethyl-3,5-dimethyl",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,L-Ornithine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027208-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,Aniline,-1.0,1.0,0.7714285714285715,0.5,0.8491280340452296,-1.0,False,False,False,False,False
ENSMUSG00000027318-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027318-B,1.0,Lupinine,,,0.8999999999999998,,0.9642857142857144,,False,False,False,False,False
ENSMUSG00000027318-B,1.0,L-Val-L-Leu,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,3-(4-Methoxyphenyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,L-Ornithine,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027331-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027339-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027339-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027339-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027339-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027339-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027339-B,-1.0,Tyr-Val,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,3-(4-Methoxyphenyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,"3,4-Dihydroxybenzaldehyde",,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,Sulindac,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027356-B,-1.0,Tyr-Val,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027377-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027377-B,1.0,2-Norbornanemethanol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027377-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027377-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027377-B,1.0,cis-2-Decenoic acid,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027377-B,1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027663-B,-1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027663-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027663-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027663-B,-1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027663-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027663-B,-1.0,L-Threonine,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,"3,4-Dihydroxybenzaldehyde",,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,Chlorobenzilate ,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027673-B,1.0,L-Glutamic acid,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,3-(4-Methoxyphenyl)coumarin,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,L-Glutamic acid,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027714-B,1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027782-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027782-B,1.0,Chlorobenzilate ,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027782-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027849-B,1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027849-B,1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000027849-B,1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000027849-B,1.0,2-Aminoquinolin-8-ol,,,,,1.0,,True,True,False,False,False
ENSMUSG00000027849-B,1.0,cis-2-Decenoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000027849-B,1.0,L-(+)-Threose,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,"1,2-Bis(trimethylsiloxy)cyclohexene",,,,,1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,"13-Docosenamide, (Z)",,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,2-Norbornanemethanol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,L-Threonine,,,1.0,,1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,Luciferin,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028044-B,-1.0,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",1.0,0.5,0.8406680016960503,,0.8675889534567239,-1.0,False,False,False,False,False
ENSMUSG00000028082-B,-1.0,"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,,,1.0,,True,True,False,False,False
ENSMUSG00000028082-B,-1.0,"2,4-Dimethoxybenzaldoxime",,,,,1.0,,True,True,False,False,False
ENSMUSG00000028082-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,1.0,,True,True,False,False,False
ENSMUSG00000028082-B,-1.0,Diclofenac,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028082-B,-1.0,Isosorbide,,1.0,,,1.0,,True,True,False,False,False
ENSMUSG00000028082-B,-1.0,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028149-B,-1.0,"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028149-B,-1.0,7-Hydroxy-4-(methoxymethyl)coumarin,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000028149-B,-1.0,Isosorbide,,-1.0,,,-1.0,,True,True,False,False,False
ENSMUSG00000028149-B,-1.0,L-Val-L-Leu,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000028149-B,-1.0,Octadecanoic acid,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028149-B,-1.0,Sulindac,,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000028167-B,1.0,"13-Docosenamide, (Z)",,,-1.0,,-1.0,,True,True,False,False,False
ENSMUSG00000028167-B,1.0,2-Aminoquinolin-8-ol,,,,,-1.0,,True,True,False,False,False
ENSMUSG00000028167-B,1.0,"3,3-Dimethylacrylic acid",,,,,-1.0,,True,True,False,False,False
