NAME,Feci_Vecpac-WT_3297REP_01032024,Feci_Vecpac-WT_3302_29022024,Feci_Vecpac-WT_3307_29022024,Feci_Vecpac-WT_3319_29022024,Feci_Vecpac-WT_3329_29022024,Feci_Vecpac-WT_3337_29022024,Feci_Vecpac-WT_3353_29022024,Feci_Vecpac-WT_3354_29022024,Feci_Vecpac-WT_3369_29022024,Feci_Vecpac-WT_3673_28022024,Feci_Vecpac-WT_3674_28022024,Feci_Vecpac-WT_3675_28022024,Feci_Vecpac-WT_3677_28022024,Feci_Vecpac-WT_3678_28022024,Feci_Vecpac-WT_3679_29022024,Feci_Vecpac-WT_3680_29022024,Feci_Vecpac-WT_3681_29022024,Feci_Vecpac-WT_3687_29022024,Feci_Vecpac-WT_3688_29022024
"Thymidine, 5'-phosphate",3.708687676613752e-06,7.307106905725083e-06,,6.892096132425918e-07,1.7822389905926072e-06,4.591718606998633e-06,2.680847064643316e-06,,1.0594866739571735e-06,1.6696406259132334e-06,2.680847064643316e-06,,,,4.667820533428246e-06,3.392496773917764e-07,2.680847064643316e-06,2.797508392698753e-07,4.824168698834687e-06
"Thymine, 1,3-dimethyl-6-hydroxymethyl",9.575632659392894e-06,1.358575675930033e-05,1.3856208526654547e-05,2.1291475120563603e-05,9.782871268536e-06,1.2536257033858527e-05,1.5855880502191168e-05,1.0953974500899492e-05,9.521792448588312e-06,1.1760244376352708e-05,6.979769416166107e-06,7.353224287020933e-06,8.911788780169537e-06,1.358575675930033e-05,7.411163384854275e-06,7.353224287020933e-06,7.353224287020933e-06,1.0487570078712236e-05,1.396174959971096e-05
trans-Coniferryl alchool,0.000356127239404,,,5.0013878547349586e-05,,,,,,,,,,,,,4.786228592863906e-05,,
Tributyl acetylcitrate,,,,,,,,,,,,6.497420543599718e-05,,,,,,,
Tricine,5.739971462712748e-06,4.892517280039451e-06,3.993510637437755e-06,3.5938707091906705e-06,7.112681932278526e-05,3.0433484155440252e-06,8.60022333596996e-06,1.526312974151954e-05,3.923185740776969e-05,1.959294730854357e-05,8.60022333596996e-06,6.4835340690195805e-06,6.67648829467256e-06,1.644556905298271e-05,4.418146983729302e-06,1.1281872769247187e-05,1.3466760060806866e-05,3.838907268305318e-06,3.5938707091906705e-06
Triethanolamine,1.3035304206314098e-05,6.029258748765645e-06,8.32966123896967e-06,8.32966123896967e-06,1.0090781793674955e-05,6.3799680352538855e-06,8.074625385414086e-06,1.693009845688965e-05,9.71201344212411e-06,5.739971462712748e-06,1.0665728533051415e-05,9.521792448588312e-06,1.0840204443001189e-05,6.906010842661122e-06,1.0044812570532567e-05,7.130834026515903e-06,8.60022333596996e-06,6.195719989485858e-06,6.67648829467256e-06
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",2.7185629606634103e-05,5.57539324073144e-06,1.8145783165286223e-05,,,2.5902726833547406e-05,2.832062856085168e-05,,1.5855880502191168e-05,2.6879062833220023e-05,2.2545498786391935e-05,1.8862619276440532e-05,1.693009845688965e-05,1.2615483742156777e-05,1.5365543292194056e-05,1.1476418585063051e-05,,,
Triphenylene,,,,,,,,,,,,,,,,,,,
Tripropylene glycol monomethyl ether,1.0572238813670336e-05,5.652554360780266e-06,1.0620821558699816e-05,5.601311560210204e-07,9.71201344212411e-06,5.805401985800017e-06,9.258704550439152e-06,9.782871268536e-06,9.575632659392894e-06,8.718730892190622e-06,1.3278573689408084e-05,1.3770475305366092e-05,1.309830459546029e-05,2.2328191271527273e-06,7.739159808239551e-06,8.789436112149386e-06,8.32966123896967e-06,1.16750228775351e-05,1.185895803842346e-05
Trisaminol,2.355667624442488e-06,2.797508392698753e-07,3.123124662168535e-05,2.206122410994635e-05,2.160341828671319e-06,2.9259696673225892e-05,3.392496773917764e-07,2.4373025423558204e-06,2.3997195797453994e-07,1.128240951081323e-06,2.797508392698753e-07,9.540982189462616e-07,5.148709247549425e-07,3.392496773917764e-07,7.099775325159136e-09,9.540982189462616e-07,1.0622152596074533e-07,7.296450944916284e-08,1.2265969563571955e-06
Tyrosine,9.841198238582704e-06,1.7344629467056497e-05,1.79827107792425e-05,1.913654722617732e-05,1.215491651726108e-05,9.213874226892582e-06,9.906362729385416e-06,6.800195758152759e-06,5.57539324073144e-06,3.993510637437755e-06,4.060200940597134e-06,5.346310822575526e-06,4.418146983729302e-06,4.989975540120855e-06,1.2078836338496938e-05,1.2871502161561729e-05,6.979769416166107e-06,4.285824892463443e-06,5.404488417593672e-06
Undecanoic acid,8.718730892190622e-06,3.451649398285719e-06,5.652554360780266e-06,4.285824892463443e-06,4.824168698834687e-06,3.451649398285719e-06,3.1616497607301085e-06,6.906010842661122e-06,4.892517280039451e-06,4.4736981628389446e-06,5.652554360780266e-06,7.198196903208721e-06,5.805401985800017e-06,3.32334173050494e-06,1.8729174152879864e-06,4.667820533428246e-06,3.451649398285719e-06,3.708687676613752e-06,5.251696931839343e-06
Uracil,1.4902948435702968e-05,1.5472069966158023e-05,1.7832546205416516e-05,1.693009845688965e-05,6.906010842661122e-06,1.1476418585063051e-05,1.9005123557686464e-05,7.255294676253472e-06,5.251696931839343e-06,1.185895803842346e-05,1.2208818932674656e-05,1.2536257033858527e-05,1.4147287377574098e-05,6.838683640633865e-06,1.2697184393997278e-05,4.989975540120855e-06,1.5172850763961797e-05,1.6670124926057917e-05,1.7344629467056497e-05
Urea,3.5938707091906705e-06,1.0215618079267385e-05,8.718730892190622e-06,7.112681932278526e-05,4.204972701868237e-06,1.1996853279076284e-05,1.8729174152879864e-06,5.962390865157176e-06,3.451649398285719e-06,3.708687676613752e-06,3.838907268305318e-06,2.355667624442488e-06,2.160341828671319e-06,1.9950227610256658e-06,8.511103045165092e-07,1.7822389905926072e-06,1.8729174152879864e-06,1.329476053784694e-06,1.9950227610256658e-06
Uridine,1.227050958596087e-05,3.4796576262333415e-05,5.251696931839343e-06,1.3466760060806866e-05,1.0262900891441453e-05,1.0487570078712236e-05,4.204972701868237e-06,4.204972701868237e-06,4.667820533428246e-06,3.18522214976345e-05,2.832062856085168e-05,1.9005123557686464e-05,2.2306934121041924e-05,1.9005123557686464e-05,1.0215618079267385e-05,5.962390865157176e-06,2.4523908347813537e-05,2.3887850772886572e-05,2.9259696673225892e-05
Valylglycine,,1.3355552836233331e-05,1.185895803842346e-05,1.0572238813670336e-05,,6.267353285256778e-06,9.11575565424583e-06,,4.418146983729302e-06,6.979769416166107e-06,8.975405167154785e-06,7.818997343889304e-06,7.255294676253472e-06,7.818997343889304e-06,9.521792448588312e-06,,,9.311484054051764e-06,1.2871502161561729e-05
Valylvaline,7.053780821325238e-06,1.928136910916207e-05,1.1040308477624518e-05,1.4275578830208245e-05,,9.36547765043883e-06,8.227600277440442e-06,,6.4835340690195805e-06,7.739159808239551e-06,1.5091424577953678e-05,,1.1532250407178815e-05,1.7062796515113937e-05,3.325545417503186e-05,6.979769416166107e-06,6.3342469606590835e-06,1.4444563084082658e-05,3.325545417503186e-05
Vanillic Acid,,,,,,,,,,,,,,,,,0.000356127239404,,
Vanillin,5.404488417593672e-06,1.3466760060806866e-05,1.579900772525557e-06,1.8383241545773224e-05,6.572915440251007e-06,6.892096132425918e-07,5.601311560210204e-07,4.060200940597134e-06,6.979769416166107e-06,1.2347078088056744e-05,1.0953974500899492e-05,1.5091424577953678e-05,1.0913699317503476e-05,6.740618821722773e-06,2.1287417930008504e-08,7.818997343889304e-06,4.680031389540245e-07,,5.148709247549425e-07
Xylazine,,,,,2.9259696673225892e-05,,5.5536882704780605e-05,1.215491651726108e-05,3.680674354561085e-05,2.2545498786391935e-05,1.4363782053803332e-05,2.832062856085168e-05,1.16750228775351e-05,5.805401985800017e-06,3.32334173050494e-06,7.996172237437584e-05,1.5242238489794084e-06,3.123124662168535e-05,1.8591246095945467e-05
"Xylonic acid, delta-lactone",1.3674707895242087e-05,1.2768255496444658e-05,1.8383241545773224e-05,1.4818777915433826e-05,1.3278573689408084e-05,1.6054494792383944e-05,1.5091424577953678e-05,1.4620042027486713e-05,1.7467951015074844e-05,2.284254472678872e-05,1.79827107792425e-05,1.7467951015074844e-05,2.32416102774216e-05,1.979374274563558e-05,1.693009845688965e-05,2.2545498786391935e-05,2.008698486329516e-05,2.206122410994635e-05,1.572011312693568e-05
Xylose,7.307106905725083e-06,5.805401985800017e-06,7.620728118776205e-06,6.3342469606590835e-06,1.3035304206314098e-05,1.2208818932674656e-05,5.652554360780266e-06,,1.526312974151954e-05,,2.013307005113874e-07,9.841198238582704e-06,9.841198238582704e-06,1.8591246095945467e-05,9.605783233152901e-08,4.012561288730162e-05,4.157008035756903e-05,,2.206122410994635e-05
