Node 1 ID,Node 1 Name,Node 1 Tissue,Node 2 ID,Node 2 Name,Node 2 Tissue,Node 1: Direction of Change,Node 2: Direction of Change,Total Sample Size,"Pooled/Avg. Correlation Coefficient, Spearman",FDR-Adjusted P-Value,"Pooled Correlation P-Value, Spearman",Meta-Analysis P-Value,"Correlation Coefficient, Spearman, VECPAC","Correlation P-Value, Spearman, VECPAC","Sample Size, VECPAC","Correlation Coefficient, Spearman, LPS","Correlation P-Value, Spearman, LPS","Sample Size, LPS","Correlation Coefficient, Spearman, DSS","Correlation P-Value, Spearman, DSS","Sample Size, DSS",Node 1: Degree,Node 1: Degree Percentile,Node 1: Feces-Degree (# Connected Nodes in Feces),Node 1: Feces-Degree Percentile,Node 1: Plasma-Degree (# Connected Nodes in Plasma),Node 1: Plasma-Degree Percentile,Node 1: Plexus-Degree (# Connected Nodes in Plexus),Node 1: Plexus-Degree Percentile,"Node 1: BiBC, Feces-Cortex, via Plasma","Node 1: BiBC, Feces-Cortex, via Plasma (%ile)","Node 1: BiBC, Feces-Cortex, via Plexus","Node 1: BiBC, Feces-Cortex, via Plexus (%ile)","Node 1: BiBC, Feces-Cortex, via Both","Node 1: BiBC, Feces-Cortex, via Both (%ile)","Node 1: BiBC, Feces-Striatum, via Plasma","Node 1: BiBC, Feces-Striatum, via Plasma (%ile)","Node 1: BiBC, Feces-Striatum, via Plexus","Node 1: BiBC, Feces-Striatum, via Plexus (%ile)","Node 1: BiBC, Feces-Striatum, via Both","Node 1: BiBC, Feces-Striatum, via Both (%ile)","Node 1: BiBC, Plasma-Plexus","Node 1: BiBC, Plasma-Plexus (%ile)","Node 1: BiBC, Plasma - Cortex","Node 1: BiBC Percentile, Plasma - Cortex","Node 1: BiBC, Plasma - Striatum","Node 1: BiBC Percentile, Plasma - Striatum","Node 1: BiBC, Choroid Plexus - Cortex","Node 1: BiBC Percentile, Choroid Plexus - Cortex","Node 1: BiBC, Choroid Plexus - Striatum","Node 1: BiBC Percentile, Choroid Plexus - Striatum","Node 1: BiBC, Choroid Plexus - Remaining Brain","Node 1: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 1: BiBC, Choroid Plexus - Other Transcriptomics","Node 1: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 1: Frustration,Node 1: Total # of Inputs,Node 1: # Inputs Indicating Up,Node 1: # Inputs Indicating Down,"Node 1: Median Abundance, VECPAC, CRE-","Node 1: Median Abundance, VECPAC, CRE+","Node 1: Median Abundance, LPS, CTRL","Node 1: Median Abundance, LPS, 2.5h","Node 1: Median Abundance, DSS, CTRL","Node 1: Median Abundance, DSS, T1",Node 1: Minimum Control Abundance,Node 1: Coefficient of Variation,Node 2: Degree,Node 2: Degree Percentile,Node 2: Feces-Degree (# Connected Nodes in Feces),Node 2: Feces-Degree Percentile,Node 2: Plasma-Degree (# Connected Nodes in Plasma),Node 2: Plasma-Degree Percentile,Node 2: Plexus-Degree (# Connected Nodes in Plexus),Node 2: Plexus-Degree Percentile,"Node 2: BiBC, Feces-Cortex, via Plasma","Node 2: BiBC, Feces-Cortex, via Plasma (%ile)","Node 2: BiBC, Feces-Cortex, via Plexus","Node 2: BiBC, Feces-Cortex, via Plexus (%ile)","Node 2: BiBC, Feces-Cortex, via Both","Node 2: BiBC, Feces-Cortex, via Both (%ile)","Node 2: BiBC, Feces-Striatum, via Plasma","Node 2: BiBC, Feces-Striatum, via Plasma (%ile)","Node 2: BiBC, Feces-Striatum, via Plexus","Node 2: BiBC, Feces-Striatum, via Plexus (%ile)","Node 2: BiBC, Feces-Striatum, via Both","Node 2: BiBC, Feces-Striatum, via Both (%ile)","Node 2: BiBC, Plasma-Plexus","Node 2: BiBC, Plasma-Plexus (%ile)","Node 2: BiBC, Plasma - Cortex","Node 2: BiBC Percentile, Plasma - Cortex","Node 2: BiBC, Plasma - Striatum","Node 2: BiBC Percentile, Plasma - Striatum","Node 2: BiBC, Choroid Plexus - Cortex","Node 2: BiBC Percentile, Choroid Plexus - Cortex","Node 2: BiBC, Choroid Plexus - Striatum","Node 2: BiBC Percentile, Choroid Plexus - Striatum","Node 2: BiBC, Choroid Plexus - Remaining Brain","Node 2: BiBC Percentile, Choroid Plexus - Remaining Brain","Node 2: BiBC, Choroid Plexus - Other Transcriptomics","Node 2: BiBC Percentile, Choroid Plexus - Other Transcriptomics",Node 2: Frustration,Node 2: Total # of Inputs,Node 2: # Inputs Indicating Up,Node 2: # Inputs Indicating Down,"Node 2: Median Abundance, VECPAC, CRE-","Node 2: Median Abundance, VECPAC, CRE+","Node 2: Median Abundance, LPS, CTRL","Node 2: Median Abundance, LPS, 2.5h","Node 2: Median Abundance, DSS, CTRL","Node 2: Median Abundance, DSS, T1",Node 2: Minimum Control Abundance,Node 2: Coefficient of Variation
122,Lpgat1,Choroid Plexus,732,Dync1h1,Choroid Plexus,Down,Up,,,,,,,,,,,,,,,19,84.0%,1,73.2%,6,88.9%,19,94.2%,540.5,77.8%,137.8,43.8%,200.4,57.4%,686.4,81.8%,110.9,39.3%,174.2,53.6%,1474.9,81.9%,562.6,68.5%,795.4,74.9%,126.6,35.6%,115.7,33.2%,55.0,30.7%,297.3,26.7%,,,,,,,,,,,,,28,91.3%,2,79.6%,1,74.8%,28,96.2%,927.6,88.2%,1297.7,91.4%,551.0,79.8%,722.9,83.3%,915.9,84.4%,523.9,79.3%,1053.2,74.1%,1191.0,83.4%,1012.6,79.9%,4495.1,97.7%,3369.8,96.0%,1945.1,94.5%,9810.0,97.0%,,,,,,,,,,,,
122,Lpgat1,Choroid Plexus,771,Stxbp4,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,19,84.0%,1,73.2%,6,88.9%,19,94.2%,540.5,77.8%,137.8,43.8%,200.4,57.4%,686.4,81.8%,110.9,39.3%,174.2,53.6%,1474.9,81.9%,562.6,68.5%,795.4,74.9%,126.6,35.6%,115.7,33.2%,55.0,30.7%,297.3,26.7%,,,,,,,,,,,,,21,85.9%,5,87.9%,5,87.6%,21,94.6%,452.3,74.8%,965.1,85.6%,637.1,82.7%,411.6,71.9%,1019.4,87.0%,651.1,84.1%,1382.9,80.7%,763.6,74.4%,858.7,77.1%,1059.7,74.0%,1440.7,81.3%,468.5,62.5%,2968.9,74.4%,,,,,,,,,,,,
122,Lpgat1,Choroid Plexus,793,Mef2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,19,84.0%,1,73.2%,6,88.9%,19,94.2%,540.5,77.8%,137.8,43.8%,200.4,57.4%,686.4,81.8%,110.9,39.3%,174.2,53.6%,1474.9,81.9%,562.6,68.5%,795.4,74.9%,126.6,35.6%,115.7,33.2%,55.0,30.7%,297.3,26.7%,,,,,,,,,,,,,26,89.9%,0,34.5%,2,80.0%,26,95.8%,678.6,82.9%,409.4,66.4%,463.5,77.1%,13.3,29.5%,33.9,29.6%,26.2,29.9%,817.8,67.6%,1322.1,85.4%,136.0,41.7%,2977.8,93.8%,2020.3,88.1%,1552.4,91.3%,6550.6,92.9%,,,,,,,,,,,,
123,Lrguk,Choroid Plexus,1659,Rps5,Striatum,Down,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,,,,,,,0.0,8.4%,0.0,7.7%,0.0,6.1%,,,,,0.0,8.9%,82.2,31.1%,91.5,30.7%,102.1,36.9%,275.9,26.0%,,,,,,,,,,,,,5,45.3%,0,34.5%,0,35.8%,1,43.4%,,,,,,,56.0,41.2%,180.5,45.8%,104.6,44.3%,,,,,156.4,44.0%,329.8,49.3%,892.8,69.0%,559.3,66.6%,1782.0,59.6%,,,,,,,,,,,,
123,Lrguk,Choroid Plexus,2554,Smarcc1,Remaining Brain,Down,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,,,,,,,0.0,8.4%,0.0,7.7%,0.0,6.1%,,,,,0.0,8.9%,82.2,31.1%,91.5,30.7%,102.1,36.9%,275.9,26.0%,,,,,,,,,,,,,10,69.3%,0,34.5%,0,35.8%,1,43.4%,,,,,,,,,,,,,,,,,,,826.5,67.8%,939.2,70.3%,1627.3,92.3%,3393.0,78.1%,,,,,,,,,,,,
123,Lrguk,Choroid Plexus,2683,Crebrf,Remaining Brain,Down,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,,,,,,,0.0,8.4%,0.0,7.7%,0.0,6.1%,,,,,0.0,8.9%,82.2,31.1%,91.5,30.7%,102.1,36.9%,275.9,26.0%,,,,,,,,,,,,,10,69.3%,0,34.5%,0,35.8%,2,60.1%,,,,,,,,,,,,,,,,,,,653.9,60.4%,554.2,55.6%,723.4,72.3%,1931.5,62.5%,,,,,,,,,,,,
123,Lrguk,Choroid Plexus,2738,Kif1b,Remaining Brain,Down,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,,,,,,,0.0,8.4%,0.0,7.7%,0.0,6.1%,,,,,0.0,8.9%,82.2,31.1%,91.5,30.7%,102.1,36.9%,275.9,26.0%,,,,,,,,,,,,,6,52.3%,0,34.5%,0,35.8%,1,43.4%,,,,,,,,,,,,,,,,,,,2432.0,91.3%,728.6,63.0%,1383.3,89.1%,4543.9,85.1%,,,,,,,,,,,,
124,Emd,Choroid Plexus,748,Smarca5,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,9,65.8%,3,83.3%,3,83.4%,9,88.3%,340.0,69.3%,680.6,77.7%,563.4,80.4%,320.3,67.4%,458.3,67.2%,370.5,71.1%,45.4,27.3%,308.9,55.2%,440.2,61.8%,608.0,58.9%,1055.1,73.5%,298.9,52.6%,1962.1,63.1%,,,,,,,,,,,,,96,100.0%,7,91.2%,2,80.0%,96,100.0%,13170.8,100.0%,7063.4,100.0%,7512.6,100.0%,2315.9,97.2%,2074.1,96.4%,1345.2,95.0%,5495.2,98.6%,13877.3,99.9%,2416.0,93.5%,15348.3,100.0%,10401.2,99.9%,6399.5,99.9%,32149.0,100.0%,,,,,,,,,,,,
124,Emd,Choroid Plexus,1029,Mmp24,Cortex,Up,Up,,,,,,,,,,,,,,,9,65.8%,3,83.3%,3,83.4%,9,88.3%,340.0,69.3%,680.6,77.7%,563.4,80.4%,320.3,67.4%,458.3,67.2%,370.5,71.1%,45.4,27.3%,308.9,55.2%,440.2,61.8%,608.0,58.9%,1055.1,73.5%,298.9,52.6%,1962.1,63.1%,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,2,60.1%,30.0,36.3%,30.2,29.3%,26.4,31.2%,,,,,,,,,25.2,29.8%,,,59.4,28.1%,28.2,21.1%,14.5,20.9%,102.2,18.1%,,,,,,,,,,,,
124,Emd,Choroid Plexus,2269,Trim68,Striatum,Up,Down,,,,,,,,,,,,,,,9,65.8%,3,83.3%,3,83.4%,9,88.3%,340.0,69.3%,680.6,77.7%,563.4,80.4%,320.3,67.4%,458.3,67.2%,370.5,71.1%,45.4,27.3%,308.9,55.2%,440.2,61.8%,608.0,58.9%,1055.1,73.5%,298.9,52.6%,1962.1,63.1%,,,,,,,,,,,,,2,15.0%,0,34.5%,0,35.8%,2,60.1%,,,,,,,0.0,8.4%,0.0,7.7%,0.0,6.1%,,,,,0.0,8.9%,548.5,57.3%,313.4,45.4%,300.6,52.7%,1162.5,48.7%,,,,,,,,,,,,
125,Birc2,Choroid Plexus,273,Adam15,Choroid Plexus,Down,Up,,,,,,,,,,,,,,,9,65.8%,5,87.9%,0,35.8%,9,88.3%,18.3,32.9%,975.9,86.2%,518.2,78.9%,0.0,17.3%,244.2,51.7%,132.7,48.4%,34.7,25.7%,234.3,50.7%,0.6,19.5%,1840.0,85.9%,813.6,66.4%,778.5,75.1%,3432.1,78.2%,,,,,,,,,,,,,26,89.9%,0,34.5%,4,85.9%,26,95.8%,718.2,84.3%,548.0,71.9%,546.3,79.6%,404.8,71.7%,369.3,62.6%,379.9,72.0%,2172.9,89.4%,2580.0,94.7%,1636.4,88.7%,2920.6,93.3%,1965.4,87.7%,2878.3,98.5%,7764.3,95.0%,,,,,,,,,,,,
125,Birc2,Choroid Plexus,480,Wbp4,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,9,65.8%,5,87.9%,0,35.8%,9,88.3%,18.3,32.9%,975.9,86.2%,518.2,78.9%,0.0,17.3%,244.2,51.7%,132.7,48.4%,34.7,25.7%,234.3,50.7%,0.6,19.5%,1840.0,85.9%,813.6,66.4%,778.5,75.1%,3432.1,78.2%,,,,,,,,,,,,,52,97.3%,9,93.4%,2,80.0%,52,98.3%,12371.7,99.9%,4448.4,99.6%,5375.7,99.9%,2627.7,97.8%,1557.4,93.7%,1370.7,95.1%,4603.3,97.4%,8834.2,99.8%,2471.2,93.8%,9142.6,99.8%,5084.6,98.7%,4123.6,99.7%,18350.9,99.7%,,,,,,,,,,,,
125,Birc2,Choroid Plexus,563,Irak3,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,9,65.8%,5,87.9%,0,35.8%,9,88.3%,18.3,32.9%,975.9,86.2%,518.2,78.9%,0.0,17.3%,244.2,51.7%,132.7,48.4%,34.7,25.7%,234.3,50.7%,0.6,19.5%,1840.0,85.9%,813.6,66.4%,778.5,75.1%,3432.1,78.2%,,,,,,,,,,,,,9,65.8%,2,79.6%,0,35.8%,9,88.3%,2145.1,96.6%,2668.1,98.2%,2278.5,98.8%,4.7,25.0%,379.8,63.0%,129.4,47.9%,106.8,33.4%,3078.9,96.4%,34.7,30.9%,3876.9,96.8%,1119.8,75.1%,947.2,80.3%,5943.9,91.0%,,,,,,,,,,,,
125,Birc2,Choroid Plexus,2461,Baiap2,Remaining Brain,Down,Up,,,,,,,,,,,,,,,9,65.8%,5,87.9%,0,35.8%,9,88.3%,18.3,32.9%,975.9,86.2%,518.2,78.9%,0.0,17.3%,244.2,51.7%,132.7,48.4%,34.7,25.7%,234.3,50.7%,0.6,19.5%,1840.0,85.9%,813.6,66.4%,778.5,75.1%,3432.1,78.2%,,,,,,,,,,,,,6,52.3%,0,34.5%,0,35.8%,2,60.1%,,,,,,,,,,,,,,,,,,,1143.2,76.1%,1233.6,77.5%,1103.4,84.1%,3480.2,78.7%,,,,,,,,,,,,
127,Slc25a26,Choroid Plexus,446,H1f10,Choroid Plexus,Up,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,0.0,8.3%,155.8,45.1%,153.9,53.0%,0.0,8.4%,59.6,32.8%,38.7,33.0%,,,0.0,8.7%,0.0,8.9%,1480.8,81.4%,1407.8,80.5%,812.9,76.8%,3701.5,80.0%,,,,,,,,,,,,,9,65.8%,8,92.3%,0,35.8%,9,88.3%,0.0,8.3%,578.3,72.9%,298.4,65.8%,0.0,8.4%,450.2,67.0%,185.5,55.0%,,,0.0,8.7%,0.0,8.9%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%,,,,,,,,,,,,
127,Slc25a26,Choroid Plexus,466,Capn2,Choroid Plexus,Up,Down,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,0.0,8.3%,155.8,45.1%,153.9,53.0%,0.0,8.4%,59.6,32.8%,38.7,33.0%,,,0.0,8.7%,0.0,8.9%,1480.8,81.4%,1407.8,80.5%,812.9,76.8%,3701.5,80.0%,,,,,,,,,,,,,2,15.0%,1,73.2%,0,35.8%,2,60.1%,0.0,8.3%,20.9,26.7%,18.7,27.9%,0.0,8.4%,2.4,18.8%,1.8,15.7%,,,0.0,8.7%,0.0,8.9%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%,,,,,,,,,,,,
127,Slc25a26,Choroid Plexus,886,Rab36,Cortex,Up,Down,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,0.0,8.3%,155.8,45.1%,153.9,53.0%,0.0,8.4%,59.6,32.8%,38.7,33.0%,,,0.0,8.7%,0.0,8.9%,1480.8,81.4%,1407.8,80.5%,812.9,76.8%,3701.5,80.0%,,,,,,,,,,,,,6,52.3%,0,34.5%,0,35.8%,1,43.4%,0.0,8.3%,59.9,35.5%,48.0,36.7%,,,,,,,,,0.3,18.7%,,,1662.0,84.1%,2529.5,92.3%,1329.3,88.4%,5520.8,89.3%,,,,,,,,,,,,
127,Slc25a26,Choroid Plexus,2306,Synj2bp,Striatum,Up,Up,,,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,4,75.3%,0.0,8.3%,155.8,45.1%,153.9,53.0%,0.0,8.4%,59.6,32.8%,38.7,33.0%,,,0.0,8.7%,0.0,8.9%,1480.8,81.4%,1407.8,80.5%,812.9,76.8%,3701.5,80.0%,,,,,,,,,,,,,4,37.2%,0,34.5%,0,35.8%,2,60.1%,,,,,,,0.0,8.4%,0.8,16.9%,0.2,13.1%,,,,,0.0,8.9%,929.6,71.0%,783.2,65.8%,510.8,64.2%,2223.6,66.4%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,142,Pabpc1,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,76,99.4%,1,73.2%,0,35.8%,76,99.4%,214.0,58.6%,572.1,72.7%,320.6,69.2%,161.8,53.7%,298.5,55.0%,170.0,52.7%,920.3,71.1%,261.5,52.4%,225.0,49.0%,2952.7,93.5%,2449.9,91.6%,2135.8,95.8%,7538.4,94.7%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,147,Kif2a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,83,99.6%,2,79.6%,0,35.8%,83,99.6%,805.8,86.2%,1602.3,94.4%,1376.4,95.5%,345.5,68.7%,852.9,83.4%,690.4,85.3%,734.1,65.2%,1420.1,87.1%,659.7,71.5%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,154,Ro60,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,29,91.8%,0,34.5%,0,35.8%,29,96.3%,64.6,44.7%,258.1,53.8%,160.6,53.6%,4.4,24.8%,60.8,33.2%,31.6,31.2%,148.7,36.7%,252.0,52.0%,39.3,31.9%,1823.9,85.6%,1335.2,78.9%,2978.2,98.7%,6137.2,91.8%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,157,Slc17a5,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,36,94.0%,0,34.5%,0,35.8%,36,97.1%,40.6,39.0%,422.3,67.3%,174.9,55.1%,49.8,40.0%,98.8,37.9%,56.9,36.4%,484.4,55.0%,176.7,46.5%,131.8,41.5%,2288.3,90.2%,1748.3,85.5%,1547.5,91.3%,5584.0,89.9%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,167,Arhgap5,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,74,99.2%,1,73.2%,1,74.8%,74,99.3%,3780.1,98.9%,1378.3,92.2%,1354.7,95.2%,1818.0,95.7%,913.5,84.4%,623.1,83.4%,4175.6,96.9%,3521.7,97.1%,1584.3,88.2%,4273.7,97.5%,4198.1,97.8%,2229.7,96.2%,10701.6,97.8%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,170,Slk,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,89,99.8%,4,85.9%,3,83.4%,89,99.8%,1310.5,92.4%,2730.2,98.5%,2176.9,98.4%,540.8,77.3%,1661.4,94.4%,1056.6,92.6%,7238.7,99.3%,3309.0,96.7%,2640.1,94.5%,3017.5,94.0%,2123.0,89.0%,1226.6,86.8%,6367.0,92.4%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,175,Zbtb37,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,12,74.5%,4,85.9%,0,35.8%,12,91.2%,65.5,44.9%,1224.7,90.7%,721.9,85.4%,0.5,19.2%,440.1,66.2%,212.0,57.2%,38.7,26.5%,97.8,40.3%,2.1,21.0%,1101.9,75.2%,556.2,55.7%,316.4,53.4%,1974.5,63.2%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,176,Smarca2,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,88,99.7%,1,73.2%,0,35.8%,88,99.7%,133.2,52.9%,966.2,85.7%,688.7,84.5%,159.2,53.3%,729.0,79.8%,552.8,80.2%,899.0,70.7%,344.7,56.3%,416.3,57.3%,2081.8,88.4%,2022.5,88.1%,1244.5,87.3%,5348.7,88.6%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,177,Zfp638,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,87,99.7%,1,73.2%,3,83.4%,87,99.7%,1264.6,91.9%,959.8,85.5%,894.4,89.3%,7402.7,99.8%,3869.6,99.4%,3880.6,99.7%,5167.9,98.2%,3044.7,96.1%,13285.3,99.9%,5121.8,98.4%,10899.5,100.0%,3497.7,99.2%,19519.0,99.8%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,178,Ccdc18,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,22,86.8%,0,34.5%,0,35.8%,22,94.9%,132.5,52.8%,273.3,55.7%,212.3,59.0%,0.0,8.4%,1.0,17.3%,0.8,14.3%,0.6,16.7%,138.1,43.7%,0.2,18.8%,1462.7,81.1%,653.9,59.6%,1105.4,84.2%,3222.1,76.8%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,204,mt-Nd2,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,76,99.4%,0,34.5%,1,74.8%,76,99.4%,304.1,66.5%,296.9,58.9%,267.5,63.5%,791.4,85.4%,947.7,85.2%,814.6,88.6%,943.6,71.6%,411.0,59.6%,1231.1,84.0%,1483.9,81.5%,2904.4,94.2%,756.3,73.3%,5144.7,88.0%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,211,Pdap1,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,80,99.5%,0,34.5%,2,80.0%,80,99.5%,3907.5,99.1%,974.8,86.1%,1288.0,94.5%,2421.6,97.3%,438.4,66.0%,615.4,83.1%,6216.4,99.1%,6460.8,99.3%,4286.3,98.2%,6248.0,99.3%,4204.0,97.8%,3006.7,98.8%,13458.7,99.0%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,214,Rock1,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,91,99.8%,0,34.5%,0,35.8%,91,99.8%,540.4,77.7%,2698.0,98.3%,1809.0,97.7%,131.5,50.8%,688.1,78.3%,453.8,75.9%,1360.1,80.0%,1077.1,81.7%,288.1,51.6%,5874.1,99.0%,4253.4,97.9%,2754.4,98.2%,12882.0,98.8%,,,,,,,,,,,,
128,Usp9x,Choroid Plexus,225,Zbtb7a,Choroid Plexus,Down,Down,,,,,,,,,,,,,,,87,99.7%,2,79.6%,0,35.8%,87,99.7%,241.7,60.3%,1356.3,92.1%,833.7,88.1%,115.3,49.1%,734.9,80.1%,449.0,75.7%,678.8,63.3%,351.0,56.5%,221.8,48.7%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%,,,,,,,,,,,,,54,97.6%,3,83.3%,0,35.8%,54,98.5%,544.3,78.0%,2426.5,97.7%,1733.1,97.2%,223.7,57.5%,2049.3,96.2%,1501.4,96.1%,3266.8,95.2%,1330.8,85.7%,3961.4,97.8%,6106.0,99.2%,4974.0,98.6%,2679.5,98.1%,13759.5,99.1%,,,,,,,,,,,,
