,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",836259.1091,347667.7285,863617.3097,424990.4216,832155.3846,904975.0096,660825.2498,637454.6733,653123.7859,880584.5942,1035911.154,681405.8244,658405.8793,685330.3732,993199.7902,1003549.327,480124.6316,734433.4005,679171.4168,933090.6589,635808.3727,857690.2905,660886.3459,832506.88,755775.979,0,0,0,0,0,0,0,0,0,0,0,0,0,87790.2092,0,0,0,0,122992.7492,0,0,0,0,163756.0588,0,0,0,0,0,0,0,0,332558.3914,0,0,0,0,88141.20599,0,0,141848.5159,0,0,14489.74178,0,0,0,0,0,0,0,0,2011.310708,0,93261.55028,0,0,0,0,89085.82496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35532720.07,0,0,0
4-Cumylphenol,0,0,23033.90229,76896.98223,0,0,17985.24817,31734.22262,27912.85695,30940.71509,22200.96551,19143.52845,40838.65612,26359.02241,0,110072.8402,0,0,159585.6426,0,159976.5939,0,86035.24421,33685.20538,115684.167,43863.39103,0,0,0,54232.14637,0,50938.87334,50166.36847,53080.19135,50898.13126,48363.88581,54735.80959,53458.60418,50689.18804,50774.0551,50150.12855,7889.880517,55559.00817,56891.34652,51825.03806,55762.67825,55767.70667,57034.64908,55458.13387,57852.63973,54731.5178,54386.16005,55659.50206,50831.76215,48929.6822,51802.55084,48292.52665,53360.66083,47081.16111,46244.59283,46123.01653,47798.09084,54651.00429,54404.98008,53739.38338,53072.67625,61588.98525,54372.86383,58851.42194,57434.4792,46350.72734,49933.53289,54541.51812,57208.86604,56628.88071,48483.97178,47920.84755,52596.50196,54730.34535,52087.09617,52703.61888,49613.36366,56251.38269,48847.69678,50621.16223,0,0,53287.28394,46852.99452,0,0,49193.01866,0,47974.99451,0,42498.80661,48415.07896,0,0,50533.04383,0,50607.9291,54555.81555,39832.39103,45068.54567,0,0,54670.15368,0,51907.93597,45970.33292,0,0,49408.66485,48396.99763,62773.75953,50395.12874
"4-Fluoroaniline, N-trimethylsilyl-",5158665.058,5915351.591,8037585.804,3827297.424,4325358.02,4590985.008,5472372.411,8645553.246,5835704.783,7904504.186,7002789.002,4538700.843,8462238.193,8525452.961,6418209.136,11008806.45,12392062.65,6811569.396,7344070.653,5814180.644,6989643.588,6977407.792,9181315.048,5132756.939,6342914.127,3796951.269,4308407.436,3916806.936,4313146.522,3742630.95,4079442.19,5052667.278,4008929.264,4574448.648,4602744.33,4523012.823,5178095.066,4930297.998,4323839.98,4382019.32,4158067.827,4401580.516,5703246.345,5974375.71,4903931.233,5192419.878,4967877.998,4706964.554,5444737.135,5570693.05,5720408.292,7061078.667,5632372.175,6582773.647,6306367.947,5238091.704,5534687.634,8513087.961,4048677.521,3780876.748,4984989.317,3735193.598,4461921.748,5063280.603,5673730.411,6438049.86,4857652.524,5328292.21,4191450.008,4870718.189,6090928.105,6360045.386,7638707.3,6450809.604,6081353.601,6245110.764,7045289.519,7358402.011,7163056.238,5849090.124,5589924.793,5749371.538,6523200.573,6263456.563,7421500.227,17127657.45,17129059.16,13060286.05,8237523.401,7405075.585,6799478.23,6795973.25,7011524.62,8191976.823,7785169.834,8114483.157,11306127.44,10720195.88,13494936.7,9026981.1,14437015.37,6042543.402,6589614.797,6749937.2,5287187.219,4704173.937,13705405.18,10886625.7,7073619.119,12173494.71,11187021.19,11220567.66,18942054.09,6141775.389,5670769.029,7587874.616,6351025.749
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,0,0,0,6868360.052,3887711.471,0,0,0,0,167743.2676,0,0,0,0,0,0,0,0,34733.15871,0,0,0,0,0,0,506194.1043,1056567.105,695484.6829,793550.7842,715599.0607,1105735.413,367338.4287,677722.8949,531136.8967,242509.7995,405836.0801,981505.6813,479468.9902,860204.3855,758781.5822,670338.1155,839351.6578,269634.7257,1145116.47,0,0,745885.0539,470168.5596,782406.5882,0,0,51448.23129,260988.1027,0,0,0,0,847839.6011,0,0,159604.88,0,0,0,0,0,0,0,0,0,0,0,0,143798.5399,0,0,168591.431,215286.312,195664.417,0,0,0,197286.0845,0,0,1825552.478,320041.3321,1810442.098,787953.6661,1169071.943,1610498.753,558389.0472,1490517.545,958439.9814,1537009.988,985875.2774,1560787.856,1943540.119,730243.9242,1486571.157,3242390.499,1579176.398,1349334.35,706176.6612,918042.8871,1363703.259,2062560.192,1895411.153,0,1708955.127,2678601.954,513039.5852,3277273.85,1229824.126,208023.4938,766816.1517,609916.183
4-Hydroxybenzaldehyde,664221.7366,1013813.689,1298398.17,1123700.189,697627.7436,605300.3333,1066260.015,1894636.085,912723.6989,1095736.813,885470.3746,908359.6858,1136006.558,1289071.316,853678.3723,1921097.389,1844392.631,1065551.159,2294210.1,877125.8329,2375178.81,2367072.62,1854651.888,928766.0969,2358061.035,112856.3664,134815.8173,138059.7037,167664.7121,151187.0434,159233.0677,176961.8285,149623.7962,132716.5127,186961.478,160268.4021,192544.7348,149370.9678,162006.2,142725.7165,155039.9382,133835.2322,145466.5881,203738.285,218836.6184,206647.3938,209067.2566,188121.6039,222400.8728,228874.8598,243023.9141,122405.7839,182289.9882,110681.0724,177794.6519,243941.2267,155414.9388,148170.6696,157694.9322,227841.5739,201901.1975,301700.1531,245980.6752,345344.9957,324741.8763,276639.7107,282960.8299,236513.7551,206760.0989,217947.5912,170151.0118,165307.1969,175567.0542,116954.9568,174862.8931,184190.3514,227277.6042,218760.7847,193935.805,262989.9459,224076.2358,170708.039,332596.6001,178200.2808,181666.7727,10101428.56,7653523.943,6091169.845,566383.6102,5929598.804,744785.2406,679875.8437,773583.3059,880597.4299,978614.9049,1006365.804,2751758.346,4919927.471,7060621.216,6623240.997,4066295.465,1458967.374,1273862.28,533158.8089,575645.4037,592990.7742,8831146.186,5696127.574,5551556.973,8595464.434,2971789.366,11444406.53,10558836.07,656237.2221,554534.8818,768556.5411,751054.2464
4-Hydroxybenzeneacetic acid,0,0,0,29529.38219,0,0,0,0,0,0,0,38938.75785,34884.72094,19486.3242,54668.07218,49923.18014,0,0,19306.82118,0,19194.54005,0,16905.0997,0,14130.71045,3791.887454,4521.400544,7596.864382,5884.305747,4285.383081,5109.943573,3390.078651,3696.067761,3562.129961,2553.024748,3790.809888,5216.067299,2810.794573,5415.598436,2210.214985,4155.0481,2901.195173,3794.973712,6088.967981,6345.806835,4269.266159,7534.680679,3130.665438,4262.232338,3161.055883,4056.210043,1507.736918,10320.16667,3315.787364,4252.926718,10308.50382,6741.182762,3203.397651,4573.549998,10518.75659,3189.831263,2984.36296,4177.455321,8584.368045,5921.349278,5427.743043,3799.522126,2601.17058,3202.267901,3943.577321,6235.465491,5953.965652,3732.233988,884.87235,3299.246586,9329.5483,3530.004973,3063.181734,7692.455181,9177.212297,11560.69619,7760.629428,8390.3131,5816.336247,8506.48211,74297.03038,65113.99282,40344.62976,5416.262742,39644.71701,17262.61952,17585.77515,23978.62157,21818.08334,21988.97429,15800.89043,18414.95862,43827.28419,44363.19917,19758.7739,11873.69587,18563.0499,9793.622229,5382.394309,10118.70223,16752.5497,94918.7096,50297.35257,47629.02857,22973.30449,25042.25977,48556.27821,92284.47611,3879.41106,2350.85137,4597.084749,4575.523183
4-Hydroxybenzoic acid,7006818.34,11297784.34,9591649.235,12493781.61,32959152.99,10088059.1,12483302.78,18045623.01,8516853.086,12830524.82,8376002.554,16491370.9,11167317.07,17548343.54,11568489.46,9967158.758,13504853.66,11733093.46,787988.2859,13448810.16,8739298.639,15885076.02,13935125.73,10091653.31,12588287.93,216760.6951,160019.0647,292014.1363,317684.7355,158444.0402,351416.5951,151446.3283,0,202416.9663,177150.7769,142450.1105,166907.7204,168070.4686,137689.2895,174371.9828,183544.6929,269335.9462,242520.2047,216366.6169,238570.7706,211681.1149,241309.0555,243899.4347,269716.9543,222296.5463,196337.4372,157392.8884,0,139355.7604,80983.44566,0,331873.4235,0,111680.8914,308407.4955,210217.7154,306095.7561,209420.8035,314131.4695,346777.0695,302978.0726,220009.7878,203128.6911,215274.8368,0,336224.8861,260159.5639,261837.3915,220142.9679,423780.0082,313769.8319,176163.1793,0,306354.2687,111641.0441,499830.426,273582.1758,104680.4154,225658.5183,220483.0205,90301158.8,102093909.7,58281142.37,2004501.194,37258650.16,1605761.294,1984014.631,4539544.798,3420886.592,1981108.438,2192224.232,100339568,67711042.24,88909331,62545085.3,64607248.45,12160034.68,3100944.183,2784123.726,2076321.724,2511979.858,53477546.81,61020438.52,95791650.39,71069104.66,73061622.76,80919273.21,75310786.39,2392373.897,1499484.734,1808078.125,1410682.494
4-Hydroxybutanoic acid,451775.7218,509180.1242,933982.3129,1111156.323,3361036.864,642472.1874,1406794.732,1932193.066,658114.9631,1236238.386,1183263.836,1334453.536,1395104.436,1701442.604,1494399.785,1279097.424,1171534.029,298879.3322,1095623.231,1070333.17,1032336.692,830228.3031,2495298.37,478808.7445,1014935.06,1072913.126,2752241.671,987278.3287,1414762.519,727882.8736,0,0,747285.8705,843704.095,1581958.443,886133.0225,1589201.956,1723473.644,692890.6416,786481.3735,959537.0603,1140223.332,382958.1449,1221782.763,526540.196,639617.2468,562651.0749,735895.2919,0,0,0,0,915229.6103,0,755960.539,2361542.64,0,440914.9685,0,711658.21,0,700485.0445,0,681429.6876,523436.4994,0,615327.83,318522.8706,0,2130600.021,604300.2312,1650405.64,789579.9705,1544637.148,682491.651,687380.7142,482716.4396,325824.7576,590655.8713,0,0,788480.5963,1633457.353,350639.1076,0,4438189.242,2430094.809,2338401.146,0,1713943.075,887078.623,562190.0547,604911.8703,905863.344,2062450.14,690314.6223,2280294.569,4131511.76,2173121.749,5853753.105,4364028.393,1722509.698,479463.8964,636455.8095,636722.9029,642183.5109,0,2166616.368,2802782.018,2818843.591,9105131.376,5177364.425,4982624.342,974542.4886,0,0,427008.221
4-Hydroxyphenyllactic acid,292914.3601,259205.296,291981.1048,413670.1989,234286.5753,73221.6845,302785.695,600624.8654,340832.5889,227377.405,305123.0857,508994.3816,616766.823,562512.2168,517140.4245,543895.0032,734110.641,195566.3888,340597.8692,112619.6492,270655.2271,215055.1379,0,102575.8907,213227.7857,309248.7731,367816.3515,245600.6132,485754.1471,457701.0074,371649.2822,415208.1119,271726.1194,355467.2352,502157.0782,277312.9766,439803.9035,340562.2861,413929.1743,191935.6811,213430.9062,224527.386,358022.1651,487007.5284,324342.718,424734.8027,322960.194,258832.1665,317193.329,211206.0224,272169.2585,184382.2424,206358.7523,305615.3231,0,305235.1226,0,251100.3248,285985.8333,555899.2026,203748.8234,323953.4869,161366.6351,451824.1768,417257.2453,206829.9386,347965.0944,156877.0501,236489.5568,458803.639,392091.3995,251488.1786,215139.8628,130282.0563,363255.6364,447279.4565,333718.7522,265916.5073,333969.9326,214387.9595,661122.0229,571535.0378,171184.3412,324493.1517,281646.1607,873444.6889,0,578606.2814,219018.026,216846.3186,283035.818,318482.936,372477.0895,531045.9647,277973.8887,509904.0372,510311.1554,0,928029.1596,534284.6127,362589.9644,0,0,158537.4488,313026.1336,409209.0467,0,0,0,597872.7589,0,0,820886.6705,120736.8746,110921.8304,164631.2473,144006.006
4-Methoxyphenol,1544764.15,1618838.837,1639992.027,1642160.79,1511700.208,1554448.754,1605731.396,1722453.948,1599465.502,1614034.222,1636457.981,1650220.899,1772322.682,1754178.469,1727658.982,1940820.029,1775997.612,1813143.954,1669473.511,1636552.771,1590290.065,1506337.872,1776606.319,1536660.112,1641208.083,863788.924,1053400.272,914665.3122,963345.1463,799745.6676,950165.8857,998388.9112,812082.2377,1070124.135,816646.1189,767594.7714,932562.6755,781949.8776,770385.0933,721360.3105,732527.1259,960125.0126,954149.3865,843527.7957,1067577.618,853855.2793,861151.8124,726959.6854,830760.2447,905338.5949,985859.7042,1218054.309,1140491.049,1553427.98,1200032.746,957893.3456,1238433.207,1762649.461,571864.0363,785155.6223,791760.1624,1153423.408,697450.4076,1029893.856,1078303.25,1031212.656,1022531.12,917593.153,910451.9553,915020.4325,825308.0436,1307192.35,1053855.4,1129826.808,882381.2604,926419.1318,1114965.833,1102247.618,1250435.839,922153.7143,900788.3556,813281.817,1068157.11,1197069.847,1093458.175,4011973.364,3825066.367,3944838.446,2278365.563,3356314.102,1486980.984,1265202.609,1368700.479,1717916.852,1597990.201,1594595.137,4523559.32,4072745.844,4629476.877,4250145.825,6264188.799,1889646.803,1769925.978,1243453.786,1007291.137,1078338.583,3139511.121,4327749.223,3121737.699,5593525.839,6754093.551,5995197.557,6020791.326,1594389.072,1134564.664,1845035.655,1451221.236
"4-Methylethcathinone, N-acetyl-",785802.7025,591283.9798,341504.694,1251589.439,205110.2435,145694.8725,401196.9014,178426.1632,139460.9477,907633.285,454321.7081,632991.6259,707053.6018,260924.5534,179973.7955,1335372.866,681946.9981,443709.0498,887185.3985,174045.8464,327415.458,400950.2752,741842.9268,551316.0878,0,0,0,0,0,173758.4157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119373.8901,736339.983,0,71461.65288,0,0,0,1361744.627,626843.3127,649281.3521,0,68223.94658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082255.413,1644632.719,2391256.255,0,547799.2537,0,3970017.186,1361848.93,0,1781775.792,14428512.57,17797929.06,1261537.172,0,0,1037319.56
4-Methylvaleric acid,85035.25739,176801.649,307982.5584,188398.2194,306950.5235,115585.6858,219339.2146,495933.2391,516657.77,275316.6979,190049.5493,104372.1875,366182.6859,643738.775,460452.7714,347157.1706,406267.7398,117245.214,341311.8434,108700.2763,116150.1337,196081.4839,247958.4163,280246.9878,386511.8798,150791.2093,191133.1187,197354.9102,206068.4685,180964.5475,215004.946,237785.9534,212825.3342,263920.5176,243617.8421,205471.8199,223557.2425,197570.7557,226307.1432,203609.5614,197762.8608,226004.5663,276036.463,252063.6241,352424.8484,276560.8689,279407.2504,245710.5386,318468.8684,341760.2735,334739.1182,235815.6715,222336.1291,236484.2261,223958.6649,191556.8257,220676.3943,265016.8891,160254.5038,216752.0488,297198.6681,267131.2132,182495.3252,276546.4004,300852.4303,271775.1506,269622.5248,254934.5346,221548.0404,264252.2028,178560.1546,266459.8339,203481.6282,225521.9519,187001.9963,195652.1119,279793.6118,261108.5634,251033.4044,245098.7731,240897.9508,199533.6503,294818.2837,252954.6149,226979.6341,332878.7918,327367.8654,326764.4327,269436.835,351436.9577,275991.624,221914.2539,230150.1648,295143.4154,316630.337,275245.5203,240709.9633,277448.5924,310643.5266,372149.2164,434606.1085,386269.772,366032.6145,202820.6559,232613.556,242598.8624,284260.3373,360230.4071,292244.4711,320494.6002,328935.7509,380686.9767,407222.4556,338217.5443,303493.7458,431582.4759,414046.2817
4-Pyridinol,614004094.3,760446394.9,1489696239,148183121,792413976.3,966180831.1,1031970441,1322212073,592132773.5,931387209.4,631593103.4,317625850.7,335844189.1,556592236.8,572601284.5,497832110.5,533930251.1,778399782.6,498949143.7,1057562438,380750830.8,391506084.8,453479850.1,673161835.6,569847500.1,326986082.1,392717781.2,339021175.2,367771427.9,271818258.1,270650794.2,349153906.4,380726140.8,297928995,608456421.6,382163344.3,482200843.8,371358078.4,336343688.2,320037878.3,305853777.6,256590100.9,279499830.9,395081268.6,292989373.1,308937454.6,243342914.8,222307914.7,330391833.6,268606584.7,289614200.9,354999093.9,232508918.3,243246026.1,257229496,261687846.5,284521389,341133257.1,244688077.4,303381473,340230874.4,360388218.3,308823904.4,493973797.7,358201317.9,356277875.9,331039965,275102483.6,265273589.7,309984109.6,313589711.9,334867652.1,460461269.3,256699563.1,393659926.8,270358382.1,336998242.5,338995188.9,295584062.7,238623175.8,267556981.2,251960509.3,284941112.7,374936491.5,343420037.7,2098972565,1929876842,1247905493,568862263.4,1660395928,605938853.9,528644663.2,673136982.7,831646893,673657899.5,835175421.2,3027287567,1464585158,1559412040,2071483255,4041975313,786131873.7,781150161,520988742.4,549460810.8,473799531.9,1549747348,1868932967,1411933419,5197734123,2416212007,2557473027,3546581773,631007831.9,636712745.8,742648590.8,660202134.5
"4,4,5,8-Tetramethyl-chroman-2-one",74230.29789,68272.44032,0,237234.1877,50294.20417,66923.77201,44798.53466,0,91036.54053,36767.72045,51656.88106,82728.66109,54475.74077,48573.72942,83744.62026,82717.53689,15760.57708,69057.13254,78606.13797,47594.49777,90552.65204,64666.45256,46491.87269,50870.92193,29477.11744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370102.5415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366923.6071,239099.5549,0,0,0,0,1356283.792,0,0,0,0,0,0,0,0,0,398778.2848,0,1762156.559,480166.6361,0,423531.8682,0,430645.4508,0,0,0,0,0,194642.3568,0,0,222310.3933,0,271300.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-(2-Aminopropyl)-2-methylphenol,2325538332,2821093482,3776049099,1117330059,1542503682,3240216948,3081974770,3796757013,3046911895,3578103079,1215867029,297364345.2,2797367868,1829955463,1863286133,3342092979,3136176164,2775187098,1488837821,4031578125,2049209648,476940720.7,3171978461,2947513985,2686550492,0,2435302.558,1770470.721,0,0,1201179.516,0,2925618.549,0,4110747.632,3261973.433,5156648.758,0,0,1976447.63,2399800.901,1638143.271,0,1782806.012,0,0,0,0,0,671397.774,0,0,0,0,0,0,0,0,0,1614545.651,0,0,0,2357307.004,0,0,0,0,0,0,0,0,2213728.134,0,2627652.423,0,1553278.96,0,0,0,0,0,0,3329130.97,0,2696158429,7644252475,1058673196,0,19962926356,0,0,687584224,1015891330,606951579.3,1405258790,18102631620,2901537295,11624783261,30480827860,2369462684,0,851156417.4,0,0,522476757.2,3486935461,9151408210,5736546560,64775727605,15775470184,43985903112,3674590714,580720588.6,985782144,0,771305613.3
5-Aminovaleric acid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164789566.1,0,0,183512253.4,456789221.8,0,0,0,0,171689510.1,348193150.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176132360.3,54673057.21,0,93382216.95,51389108.21,0,0,0,383372189.3,969367547.3,292032532.1,211528119.5,337351142.5,147849362.9,370547167.3,243021608.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125128703.9,140318520.3,63935708.12,0,235251274.2,0,0,0,0,0,0,0,102185098.1,196125877.7,157263016.4,0,0,0,0,0,0,191026397.8,96185513.65,168633071.9,320109048.4,0,348102152.4,120134308.4,0,0,0,0
"5-Androsten-17alpha-methyl-3beta,17beta-diol",0,0,2510.451249,0,864115.0955,0,5561.290077,2653.869895,2298.060243,58.48127425,924.0875831,300764.6952,5654.038832,34438.86721,23651.57361,0,4180.159248,4348.613094,0,26055.94583,0,2059.85251,6308.295248,4692.105088,5417.418881,2334.209657,0,6576.583388,3747.049853,0,5673.130576,2568.264328,2141.917184,608477.0446,6875.138908,5375.991651,5082.863364,9324.10548,0,13933.59303,3690.738776,0,177563.8299,951.7997941,1991.16948,4937.810791,6528.037773,1262853.788,0,0,0,0,17650.86156,0,113628.559,77503.11594,1945.352724,0,4177.75348,0,22293.38852,16501.47932,1348.299389,10920.5665,3462.222859,0,3410.831617,6547.142093,47561.72872,4331.927047,8434.051864,0,10361.61228,201132.498,8402.90578,24676.38728,6873.440994,3445.969485,3755.939136,18952.06741,0,0,16944.74704,4030.696849,3381.093381,17220.49827,4083.786589,3247.182513,927433.1137,2720.737311,5881.228937,15342.30683,10345.74823,21113.13995,48248.93071,6185.491785,5921.575393,4813.566203,3781.580688,3479.872785,7838.612075,193070.0216,3008.322945,5241.937691,1143.401075,1852.429254,7131.665354,2072.169139,1043049.219,2917.448828,9434.058658,21443.32388,3356.388583,2627.114101,3015.738395,3269.800423,0
"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",1188999.086,18158145.9,5281470.861,1275107.562,2789900.73,2129007.489,3001163.751,21047212.81,1643607.089,16277079.11,14484286.37,1002348.067,1312166.497,2247920.483,1712577.143,1863676.198,43762297.14,1542908.88,3026139.643,2071831.029,2045881.273,1440143.558,1529907.49,1946063.902,4922474.736,108639.7527,103683.94,82152.60473,89221.28996,66305.69883,53209.5298,94377.09169,94731.40186,66709.31895,92901.77796,110941.3724,115518.2141,67147.63585,69520.00705,75855.00276,95570.48544,70326.37536,75163.61573,149245.4134,70554.67809,110139.7531,49105.18112,52646.80776,113371.1412,54645.55231,84679.68131,274646.872,32931.15797,53087.56344,112314.0647,118608.9563,106525.7068,115776.5275,77027.7138,78933.24969,76092.00104,111091.685,109167.2691,104965.3058,156028.522,142448.4541,134521.1398,88985.91439,108065.833,52613.71688,67742.49655,50538.87971,113522.5738,45988.14024,136696.9434,94377.50803,154317.3144,167231.7138,81286.43035,138530.525,66858.30083,42212.36562,160936.7196,89100.70317,15022.87488,6856925.097,62178914.79,1755649.045,2882564.572,11959228.66,3504819.131,3917554.206,6485555.858,5564245.584,4145977.698,7430297.532,69872170.87,3590759.226,2784586.67,206093001.5,40395025.26,4524780.716,9276018.272,4627896.754,5037574.642,3150330.495,2733067.984,2675586.745,1598926.47,87109065.68,7429207.678,148000099.6,15142669.35,2972096.848,19926798.42,4465436.628,2821846.651
5-Ethyluracil,0,49956.27735,0,786603.8859,0,0,0,72851.33758,40890.77981,0,0,67205.80202,103933.9409,75414.00347,0,392771.089,173900.3957,105550.8858,404164.0317,14504.89381,461042.418,448397.4487,512982.3984,97124.72213,378331.8175,0,299993.2606,0,0,324224.9429,337756.8294,348432.6688,298491.7088,0,0,0,0,0,437771.4228,328732.8469,312299.8368,0,375816.1335,0,377006.3238,0,0,0,0,370950.2085,374427.3671,0,0,263856.2467,0,0,0,0,320431.3193,0,318216.9871,0,332307.691,0,334904.6824,0,360930.0546,0,333505.5001,380830.6936,0,420727.1072,0,423873.2426,327196.6199,0,0,0,414209.0866,0,370482.5815,0,0,0,0,0,0,61425.15603,0,1752295.721,0,0,0,0,0,0,221719.435,815834.4999,0,927305.8308,0,0,0,0,0,0,158643.7659,577648.7563,813472.3758,0,166940.7315,0,1116902.034,0,0,0,0
5-Henicosylresorcinol,6270.391295,0,0,10160.35921,0,5427.209512,0,0,5863.258905,0,0,0,0,107647.2496,45385.25225,83929.04213,0,4995.208912,42168.85988,16099.68823,0,42784.9295,16014.41882,12676.29496,20940.23882,18347.85648,17805.9953,22743.92391,22239.00528,17843.62894,25404.34249,23186.65024,15159.29618,34535.66263,15612.40985,17270.39866,18043.54967,18897.8128,14445.1283,16071.57652,17281.44274,24105.38775,26219.33531,13209.28998,23867.30759,18317.43579,15165.40173,16146.4724,18548.80064,21158.47509,24839.74265,24498.88619,24420.65012,39163.73877,20162.22207,17569.5495,33707.86438,35091.74364,10445.46391,18568.25223,22314.88704,25562.67499,14796.42836,24464.95618,22435.89984,24074.4931,27051.47711,25398.16523,29616.85057,24218.7312,19949.11956,35895.99034,28637.13523,31484.0247,24089.2114,28063.8221,26668.09998,19959.47649,32239.78355,20058.16477,29812.98351,27889.91955,22737.91369,30626.7133,25242.78929,9.443357766,0,0,32.23600329,0,64.18206575,36.73933665,23.87604473,23.05084246,33.84007248,67.51313617,0,0,6.08033975,0,0,37.47117837,0,9.396682009,22.38264763,53.88856463,0,0,10.8209169,0,3.304668738,0,60.43428918,0,0,24.53271334,18.93043331
